epoch,step,train/loss,val/auroc_bbb,val/auroc_cyp3a4,val/auroc_herg,val/cls_loss,val/mae_caco2,val/mae_clearance,val/reg_loss,val/rmse_caco2,val/rmse_clearance
0,49,1.4350433349609375,,,,,,,,,
0,99,1.4363501071929932,,,,,,,,,
0,149,1.1667122840881348,,,,,,,,,
0,199,1.3671119213104248,,,,,,,,,
0,249,1.2390611171722412,,,,,,,,,
0,299,1.142197847366333,,,,,,,,,
0,344,,0.8882921934127808,0.8650118112564087,0.7693396210670471,0.6327561736106873,5.200735569000244,3.155991554260254,18.09298324584961,5.242003440856934,3.330008029937744
1,349,1.076000452041626,,,,,,,,,
1,399,1.001352310180664,,,,,,,,,
1,449,0.9195740818977356,,,,,,,,,
1,499,1.149056077003479,,,,,,,,,
1,549,0.9366528391838074,,,,,,,,,
1,599,0.8890566825866699,,,,,,,,,
1,649,0.9219406843185425,,,,,,,,,
1,689,,0.8960794806480408,0.8749433755874634,0.7791801691055298,0.6249583959579468,5.352598190307617,3.1001713275909424,18.547264099121094,5.397459983825684,3.2707326412200928
2,699,0.8584898114204407,,,,,,,,,
2,749,0.9776755571365356,,,,,,,,,
2,799,0.891004204750061,,,,,,,,,
2,849,0.884574294090271,,,,,,,,,
2,899,0.9055880308151245,,,,,,,,,
2,949,0.9468165040016174,,,,,,,,,
2,999,0.8460789322853088,,,,,,,,,
2,1034,,0.8967955112457275,0.8908247351646423,0.7955548167228699,0.6190537214279175,5.243525505065918,3.077316999435425,18.04354476928711,5.293544292449951,3.258478879928589
3,1049,0.8809629678726196,,,,,,,,,
3,1099,0.7415870428085327,,,,,,,,,
3,1149,0.8626314997673035,,,,,,,,,
3,1199,0.8209466338157654,,,,,,,,,
3,1249,0.8012576103210449,,,,,,,,,
3,1299,0.6873430609703064,,,,,,,,,
3,1349,0.8692299127578735,,,,,,,,,
3,1379,,0.904045820236206,0.9001381397247314,0.8019002676010132,0.6153872013092041,5.198037147521973,3.1106836795806885,17.97132110595703,5.253541469573975,3.2918877601623535
4,1399,0.8542230129241943,,,,,,,,,
4,1449,0.8456199169158936,,,,,,,,,
4,1499,0.792861819267273,,,,,,,,,
4,1549,0.7591772079467773,,,,,,,,,
4,1599,0.7042388916015625,,,,,,,,,
4,1649,0.7363223433494568,,,,,,,,,
4,1699,0.639020562171936,,,,,,,,,
4,1724,,0.9033745527267456,0.9033480286598206,0.7971766591072083,0.6142392754554749,5.255190372467041,3.1298532485961914,18.411134719848633,5.308387756347656,3.3308539390563965
5,1749,0.7929442524909973,,,,,,,,,
5,1799,0.6716840267181396,,,,,,,,,
5,1849,0.749152421951294,,,,,,,,,
