epoch,step,train/loss,val/auroc_bbb,val/auroc_cyp3a4,val/auroc_herg,val/cls_loss,val/mae_caco2,val/mae_clearance,val/reg_loss,val/rmse_caco2,val/rmse_clearance
0,49,0.9743741154670715,,,,,,,,,
0,99,0.789260745048523,,,,,,,,,
0,149,0.7157407999038696,,,,,,,,,
0,199,0.6572378873825073,,,,,,,,,
0,249,0.6626409888267517,,,,,,,,,
0,299,0.5907447338104248,,,,,,,,,
0,344,,0.8602756857872009,0.926567554473877,0.8383269309997559,0.6037053465843201,5.875032901763916,3.095616340637207,21.0854549407959,5.956470966339111,3.3351852893829346
1,349,0.6656314730644226,,,,,,,,,
1,399,0.7490959763526917,,,,,,,,,
1,449,0.6323831081390381,,,,,,,,,
1,499,0.5810108184814453,,,,,,,,,
1,549,0.654043436050415,,,,,,,,,
1,599,0.5754507184028625,,,,,,,,,
1,649,0.6303830742835999,,,,,,,,,
1,689,,0.8669889569282532,0.9232622385025024,0.8348381519317627,0.6063976287841797,5.856515884399414,3.1474428176879883,21.111228942871094,5.942857265472412,3.375298261642456
2,699,0.7032695412635803,,,,,,,,,
2,749,0.6143891215324402,,,,,,,,,
2,799,0.5887312293052673,,,,,,,,,
2,849,0.6649665832519531,,,,,,,,,
2,899,0.6775836944580078,,,,,,,,,
2,949,0.6194827556610107,,,,,,,,,
2,999,0.623325765132904,,,,,,,,,
2,1034,,0.8688685894012451,0.9253913164138794,0.8475277423858643,0.602493166923523,5.886531352996826,3.1618361473083496,21.289337158203125,5.979033946990967,3.3878331184387207
3,1049,0.6386505365371704,,,,,,,,,
3,1099,0.6179994344711304,,,,,,,,,
3,1149,0.6676390767097473,,,,,,,,,
3,1199,0.6347395777702332,,,,,,,,,
3,1249,0.6448296904563904,,,,,,,,,
3,1299,0.6661285758018494,,,,,,,,,
3,1349,0.6120008826255798,,,,,,,,,
3,1379,,0.8648406863212585,0.9271030426025391,0.8351302146911621,0.6053482890129089,5.765419960021973,3.1533315181732178,20.64720916748047,5.845883369445801,3.3748221397399902
4,1399,0.636529803276062,,,,,,,,,
4,1449,0.6891217827796936,,,,,,,,,
4,1499,0.6427777409553528,,,,,,,,,
4,1549,0.7127110362052917,,,,,,,,,
4,1599,0.6589615941047668,,,,,,,,,
4,1649,0.6060091257095337,,,,,,,,,
4,1699,0.5705114603042603,,,,,,,,,
4,1724,,0.8651092052459717,0.9289101958274841,0.8463460206985474,0.6031585931777954,5.690183639526367,3.030033588409424,19.829509735107422,5.778352737426758,3.2511305809020996
5,1749,0.7068368196487427,,,,,,,,,
5,1799,0.683718204498291,,,,,,,,,
5,1849,0.6528835296630859,,,,,,,,,
5,1899,0.6467117667198181,,,,,,,,,
5,1949,0.6207503080368042,,,,,,,,,
5,1999,0.6277562975883484,,,,,,,,,
5,2049,0.6157679557800293,,,,,,,,,
5,2069,,0.8648407459259033,0.9261687397956848,0.8470669984817505,0.6026289463043213,5.81636381149292,3.146484851837158,20.85087776184082,5.909708499908447,3.3621301651000977
6,2099,0.6560540199279785,,,,,,,,,
6,2149,0.6236096620559692,,,,,,,,,
6,2199,0.6094950437545776,,,,,,,,,
6,2249,0.6196319460868835,,,,,,,,,
6,2299,0.6591910719871521,,,,,,,,,
6,2349,0.6867192387580872,,,,,,,,,
6,2399,0.6565978527069092,,,,,,,,,
6,2414,,0.8638560771942139,0.9261445999145508,0.842383861541748,0.6026338934898376,5.832278251647949,3.07913875579834,20.643077850341797,5.926700592041016,3.2940614223480225
7,2449,0.6132364273071289,,,,,,,,,
7,2499,0.6057417988777161,,,,,,,,,
7,2549,0.6569706797599792,,,,,,,,,
7,2599,0.638056218624115,,,,,,,,,
7,2649,0.7647413015365601,,,,,,,,,
7,2699,0.6302587985992432,,,,,,,,,
7,2749,0.6536446213722229,,,,,,,,,
7,2759,,0.8636770248413086,0.9265547394752502,0.8439662456512451,0.601720929145813,5.928910732269287,3.12984299659729,21.365169525146484,6.026195526123047,3.347370147705078
8,2799,0.6242759823799133,,,,,,,,,
8,2849,0.6647027134895325,,,,,,,,,
8,2899,0.6154820919036865,,,,,,,,,
8,2949,0.611889123916626,,,,,,,,,
8,2999,0.6062730550765991,,,,,,,,,
8,3049,0.6737727522850037,,,,,,,,,
8,3099,0.6544820070266724,,,,,,,,,
8,3104,,0.8697188496589661,0.9219450950622559,0.845365047454834,0.6055797338485718,5.788789749145508,3.1097400188446045,20.587059020996094,5.880153179168701,3.330528736114502
9,3149,0.6386669278144836,,,,,,,,,
9,3199,0.5792307257652283,,,,,,,,,
9,3249,0.6442744135856628,,,,,,,,,
9,3299,0.6857534050941467,,,,,,,,,
9,3349,0.609310507774353,,,,,,,,,
9,3399,0.6633828282356262,,,,,,,,,
9,3449,0.6612436175346375,,,,,,,,,
9,3449,,0.8730307817459106,0.923497200012207,0.8393731117248535,0.6037313342094421,5.8996782302856445,3.0598504543304443,20.9426212310791,5.998342037200928,3.2768185138702393
10,3499,0.5918746590614319,,,,,,,,,
10,3549,0.6220483183860779,,,,,,,,,
10,3599,0.6515515446662903,,,,,,,,,
10,3649,0.6256144046783447,,,,,,,,,
10,3699,0.6409812569618225,,,,,,,,,
10,3749,0.6028395891189575,,,,,,,,,
10,3794,,0.8669889569282532,0.9216958284378052,0.8429175019264221,0.6058472394943237,5.933223247528076,3.07932448387146,21.183570861816406,6.0258684158325195,3.297895669937134
11,3799,0.6078431606292725,,,,,,,,,
11,3849,0.6602298021316528,,,,,,,,,
11,3899,0.578112781047821,,,,,,,,,
11,3949,0.6270068287849426,,,,,,,,,
11,3999,0.6516047716140747,,,,,,,,,
11,4049,0.6899940967559814,,,,,,,,,
11,4099,0.6729341149330139,,,,,,,,,
11,4139,,0.868600070476532,0.9272980690002441,0.8398834466934204,0.601806640625,5.857039451599121,3.0508923530578613,20.695819854736328,5.956747055053711,3.267937660217285
12,4149,0.5954233407974243,,,,,,,,,
